date,ACMilan,AtleticodeMadrid,Chelsea-FC,Juventus,RealMadrid,fcbarcelona,fcbayern,fcbayern.en,manchesterunited
2016-12-10,21564289,11629662,35036661,11629967,78209394,79078215,2315720,21779392,61012816
2016-12-11,21563674,11630530,35034486,11619347,78229987,79090491,2324390,21768451,61020800
2016-12-12,21562805,11630823,35037267,11609081,78246357,79100406,2337960,21729738,61032192
2016-12-13,21562919,11632255,34077596,10384094,78286440,79116239,2637848,19913341,61048752
2016-12-14,21561485,11631803,33965836,10383354,78300632,79119766,2700003,19838541,61053688
2016-12-15,21560619,11631859,33969072,10382387,78314561,79130748,2700298,19843604,61062329
2016-12-16,21559816,11632276,33978448,10382633,78356092,79150122,2700581,19851805,61073959
2016-12-17,21559920,11632652,33984156,10382616,78370801,79161156,2700573,19858593,61082417
2016-12-18,21559184,11633265,33993805,10383168,78382794,79169446,2700564,19865370,61097009
2016-12-19,21557887,11633842,34001598,10382971,78421039,79183616,2700708,19871959,61108018
2016-12-20,21556644,11633763,34003246,10390127,78433837,79192940,2699495,19871030,61116071
2016-12-21,21555430,11633458,34008000,10356846,78443453,79200571,2703767,19827173,61121953
2016-12-22,21554011,11633026,34009189,10262903,78460272,79205071,2721123,19777483,61127732
2016-12-23,21553126,11633538,34011814,10270196,78474926,79213436,2720275,19775850,61134504
2016-12-24,21567213,11633626,34019042,10271425,78485306,79221627,2720360,19783009,61143909
2016-12-25,21569579,11632603,34020043,10270351,78484648,79218105,2720400,19787567,61144789
2016-12-26,21569721,11632726,34023430,10270444,78492277,79223904,2720227,19795178,61150360
2016-12-27,21568942,11632347,34032208,10289586,78501530,79227811,2714239,19791503,61162199
2016-12-28,21568773,11632096,34081600,10281884,78507106,79232118,2715322,19870380,61168769
2016-12-29,21567844,11631678,34314317,10315790,78515023,79237036,2740566,20170394,61175341
2016-12-30,21566833,11631210,34327826,10314452,78521162,79242824,2740407,20176239,61180984
2016-12-31,21566038,11631384,34331209,10313059,78528490,79246863,2740071,20182458,61187740
2017-01-01,21565369,11631557,34338823,10312042,78535258,79249749,2739718,20184657,61201572
2017-01-02,21564406,11631304,34342477,10310829,78542003,79252587,2739019,20183529,61208394
2017-01-03,21563764,11630957,34347212,10312842,78550611,79256084,2734614,20188150,61218522
2017-01-04,21563499,11631264,34353584,10313351,78559159,79262910,2733809,20189988,61226418
2017-01-05,21562127,11630312,34360715,10311035,78571624,79263650,2733278,20186722,61237007
2017-01-06,21560940,11629882,34365178,10309792,78580717,79272196,2732799,20185623,61247518
2017-01-07,21560432,11629761,34369449,10309325,78587301,79276550,2732343,20185257,61254480
2017-01-08,21559708,11630026,34373862,10309206,78602191,79277052,2731968,20185165,61264630
2017-01-09,21559524,11629747,34380246,10308725,78612611,79283642,2731435,20184730,61271349
2017-01-10,21559600,11630009,34387047,10312105,78638853,79293959,2727800,20192877,61283066
2017-01-11,21558931,11629626,34390468,10311781,78647678,79296109,2726972,20197672,61292565
2017-01-12,21558221,11629717,34392745,10310894,78656264,79313859,2726673,20213634,61299155
2017-01-13,21558170,11629430,34394423,10309680,78670527,79319719,2726497,20228257,61305541
2017-01-14,21557043,11628488,34395240,10308784,78672457,79317195,2726473,20244968,61307569
2017-01-15,21556567,11628603,34403022,10307706,78684262,79330124,2726552,20260153,61318406
2017-01-16,21555692,11628087,34405734,10307554,78691929,79329859,2726731,20273584,61333860
2017-01-17,21555798,11628037,34412582,10314861,78704348,79337784,2729584,20294252,61343809
2017-01-18,21555372,11627928,34417132,10328580,78710520,79341031,2730599,20312841,61349907
2017-01-19,21554319,11627812,34419369,10329892,78721060,79345111,2730489,20327568,61355836
2017-01-20,21554250,11628933,34423283,10331154,78733295,79357110,2730324,20344004,61378167
2017-01-21,21554358,11629386,34426057,10334225,78738684,79360099,2730515,20361231,61387193
2017-01-22,21554369,11629229,34431024,10336750,78756612,79368458,2730463,20374957,61405778
2017-01-23,21554121,11629778,34439315,10338753,78768511,79378417,2730610,20390705,61415414
2017-01-24,21554240,11629939,34445283,10342230,78780164,79384377,2733265,20410226,61423909
2017-01-25,21553358,11628887,34448299,10342796,78785071,79384563,2734043,20423382,61428172
2017-01-26,21554506,11630101,34451962,10342626,78802634,79391121,2733913,20437393,61436459
2017-01-27,21555451,11630627,34456202,10342822,78813514,79405151,2733787,20451630,61447931
2017-01-28,21555729,11631171,34460461,10342784,78826279,79411224,2733691,20465108,61457587
2017-01-29,21555069,11631666,34466010,10343352,78830683,79412338,2733734,20479231,61463462
2017-01-30,21554760,11632655,34472649,10343139,78853438,79425234,2733866,20491839,61481186
2017-01-31,21554329,11633607,34477974,10345369,78864966,79434446,2736419,20508962,61490721
2017-02-01,21553783,11634329,34490371,10345456,78876978,79447997,2736855,20514970,61500948
2017-02-02,21552997,11639343,34494469,10344247,78886714,79471209,2736591,20513423,61507684
2017-02-03,21551959,11640096,34499904,10343483,78895107,79478830,2736382,20511534,61513263
2017-02-04,21551194,11640384,34504253,10343424,78905173,79487538,2736359,20517328,61518927
2017-02-05,21550548,11640861,34534416,10343423,78950958,79499709,2736271,20526597,61526349
2017-02-06,21550152,11641783,34541236,10343917,79172198,79506802,2736196,20534910,61542550
2017-02-07,21549502,11642082,34546940,10345886,79180806,79512132,2737471,20546624,61546616
2017-02-08,21548882,11647362,34552632,10345495,79188054,79533114,2737922,20555701,61551718
2017-02-09,21545249,11645489,34547453,10342625,79179313,79519381,2737435,20556294,61541057
2017-02-10,21544482,11645719,34548949,10342791,79192775,79524160,2737139,20561335,61544535
2017-02-11,21541231,11644111,34547353,10341161,79198999,79520582,2736708,20562991,61542340
2017-02-12,21541401,11644509,34554087,10340981,79225844,79538890,2736759,20568460,61557884
2017-02-13,21538975,11644727,34558994,10341020,79234756,79538799,2736489,20573914,61560956
2017-02-14,21539359,11645822,34568487,10343631,79265667,79553859,2737263,20585527,61575301
2017-02-15,21537016,11645380,34568416,10342778,79268102,79566187,2736992,20591092,61573522
2017-02-16,21541898,11651203,34587836,10349231,79352052,79609157,2739095,20615973,61605254
2017-02-17,21540842,11651640,34591788,10349230,79383492,79616171,2739366,20625936,61617469
2017-02-18,21540838,11652167,34596162,10349744,79405298,79622280,2739402,20633493,61624907
2017-02-19,21540206,11653184,34603454,10349826,79430717,79628012,2739596,20640052,61630900
2017-02-20,21540325,11653710,34606988,10349668,79443061,79637432,2739677,20645771,61641568
2017-02-21,21539993,11654097,34610767,10351342,79450964,79643429,2740324,20654266,61647815
2017-02-22,21539907,11659084,34614824,10353035,79464066,79651468,2740508,20662117,61654962
2017-02-23,21539684,11660261,34617756,10356099,79485573,79658945,2740367,20668003,61664378
2017-02-24,21539160,11660667,34619678,10356765,79492233,79664021,2740275,20674422,61670034
2017-02-25,21538247,11661074,34625935,10356417,79501407,79669773,2740157,20680182,61676720
2017-02-26,21538697,11662044,34635224,10356304,79513555,79680380,2740628,20688442,61688593
2017-02-27,21538678,11668833,34640400,10356295,79533553,79698145,2740708,20695291,61716602
2017-02-28,21537833,11669189,34644223,10352153,79542833,79705224,2741226,20703130,61731104
2017-03-01,21536563,11669183,34644724,10352763,79545774,79705879,2741158,20704702,61735576
2017-03-02,21535599,11669620,34649554,10352777,79565170,79722256,2741556,20704559,61746113
2017-03-03,21534731,11680297,34651776,10352405,79573096,79728968,2741584,20712607,61752457
2017-03-04,21533845,11689365,34655232,10352208,79580831,79734994,2741528,20721289,61759715
2017-03-05,21533288,11690132,34658339,10351907,79595006,79747301,2741541,20729360,61771357
2017-03-06,21532588,11690670,34660975,10351890,79604744,79754989,2741601,20736381,61779313
2017-03-07,21531457,11690429,34656466,10345598,79616131,79763964,2742215,20735112,61787177
2017-03-08,21530439,11690476,34657496,10346067,79673302,79774059,2743523,20760596,61795269
2017-03-09,21529617,11691198,34662151,10346109,79734920,79939614,2744055,20779332,61804590
2017-03-10,21545610,11691318,34663928,10345263,79753642,80020193,2745015,20791485,61814656
2017-03-11,21556066,11690960,34665837,10346438,79768908,80088266,2745975,20801461,61820582
2017-03-12,21555376,11691052,34667274,10346551,79783775,80151397,2747047,20812294,61826202
2017-03-13,21554262,11691153,34667942,10346020,79809624,80208160,2748069,20815772,61831754
